City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
296,Campbell River,CA,2022-11-24 19:55:58,50.0163,-125.2446,50.59,66,75,14.97
297,Palu,ID,2022-11-24 19:59:27,-0.8917,119.8707,75.85,92,100,2.53
298,Birao,CF,2022-11-24 19:59:27,10.2849,22.7882,76.48,29,11,6.29
299,Panaba,MX,2022-11-24 19:59:28,21.2833,-88.2667,90.46,38,84,6.76
300,Balad,IQ,2022-11-24 19:59:28,34.0164,44.1453,72.37,32,100,12.73
301,Bani,DO,2022-11-24 19:59:28,18.2833,-70.3333,85.44,62,8,14.14
302,Karachi,PK,2022-11-24 19:59:29,24.9056,67.0822,64.22,82,61,4.61
303,Ancud,CL,2022-11-24 19:59:29,-41.8697,-73.8203,56.82,54,1,4.83
304,Olinda,BR,2022-11-24 19:59:30,-8.0089,-34.8553,82.13,69,20,9.22
305,Nefteyugansk,RU,2022-11-24 19:59:30,61.0998,72.6035,-17.93,96,43,8.84
306,Isabela,PH,2022-11-24 19:59:31,6.7085,121.9711,78.4,86,100,2.33
307,Baghdad,IQ,2022-11-24 19:57:07,33.3406,44.4009,69.71,49,75,8.05
308,Sao Filipe,CV,2022-11-24 19:59:31,14.8961,-24.4956,77.14,62,1,12.03
309,Pathanamthitta,IN,2022-11-24 19:59:32,9.2667,76.7833,70.47,90,100,1.97
310,Bilma,NE,2022-11-24 19:59:32,18.6853,12.9164,70.56,18,54,9.75
311,Wajid,SO,2022-11-24 19:59:33,3.8093,43.2471,78.64,65,41,15.19
312,Kopervik,NO,2022-11-24 19:59:33,59.2835,5.3067,49.32,66,20,19.57
313,Kharp,RU,2022-11-24 19:59:33,66.8014,65.8081,-1.79,99,98,1.9
314,Okhotsk,RU,2022-11-24 19:59:34,59.3833,143.3,-0.26,90,96,15.9
315,Minas,UY,2022-11-24 19:57:26,-34.3759,-55.2377,87.08,36,0,10.45
316,Mackenzie,CA,2022-11-24 19:59:34,55.2999,-123.1698,35.82,100,100,11.5
317,Broome,US,2022-11-24 19:59:35,42.2506,-75.833,53.19,46,92,4.0
318,Marienburg,PL,2022-11-24 20:00:35,54.0359,19.0266,31.03,96,100,1.1
319,Kenai,US,2022-11-24 20:00:36,60.5544,-151.2583,6.85,85,20,3.44
320,Codrington,AU,2022-11-24 20:00:36,-38.2667,141.9667,48.36,91,22,4.47
321,Pemangkat,ID,2022-11-24 20:00:37,1.1667,108.9667,77.61,84,60,3.56
322,Manggar,ID,2022-11-24 20:00:38,-2.8833,108.2667,78.76,85,99,4.07
323,Yamethin,MM,2022-11-24 20:00:38,20.4333,96.15,69.22,81,85,5.12
324,Ambon,ID,2022-11-24 20:00:39,-3.6954,128.1814,78.24,15,95,3.83
325,Avera,US,2022-11-24 19:59:20,33.194,-82.5271,61.38,51,100,10.04
326,Aberdeen,GB,2022-11-24 20:00:40,57.1437,-2.0981,48.69,89,75,14.97
327,Tadine,NC,2022-11-24 20:00:40,-21.55,167.8833,75.43,76,100,13.89
328,Saurimo,AO,2022-11-24 20:00:41,-9.6608,20.3916,68.36,81,22,0.6
329,Ayorou,NE,2022-11-24 20:00:42,14.7308,0.9174,79.32,12,68,10.8
330,Fukue,JP,2022-11-24 20:00:42,32.6881,128.8419,62.24,57,86,10.63
331,Talnakh,RU,2022-11-24 20:00:43,69.4865,88.3972,-32.91,94,58,2.19
332,Myitkyina,MM,2022-11-24 20:00:43,25.3833,97.4,58.41,69,3,2.86
333,Isangel,VU,2022-11-24 20:00:44,-19.55,169.2667,79.97,81,12,8.86
334,Nyurba,RU,2022-11-24 20:00:44,63.2842,118.3319,-36.56,100,87,1.92
335,Berdigestyakh,RU,2022-11-24 20:00:45,62.0989,126.6992,-38.51,100,89,1.28
336,Longview,US,2022-11-24 20:00:45,32.5007,-94.7405,64.65,96,75,4.61
337,Sao Geraldo Do Araguaia,BR,2022-11-24 20:00:46,-6.4006,-48.555,76.55,92,100,4.16
338,San Carlos,VE,2022-11-24 20:00:46,9.6612,-68.5827,85.8,61,52,2.26
339,Yelizovo,RU,2022-11-24 20:00:46,53.1873,158.3805,24.94,58,0,6.71
340,Guiratinga,BR,2022-11-24 20:00:47,-16.3494,-53.7583,84.47,52,88,5.64
341,Dingle,PH,2022-11-24 20:00:48,10.9995,122.6711,76.06,93,58,7.34
342,Puerto Del Rosario,ES,2022-11-24 20:00:49,28.5004,-13.8627,69.55,83,40,12.66
343,Qaqortoq,GL,2022-11-24 20:00:49,60.7167,-46.0333,24.08,67,22,10.83
344,Mafeteng,LS,2022-11-24 20:00:50,-29.823,27.2374,64.29,29,0,4.12
345,Srednekolymsk,RU,2022-11-24 20:00:50,67.45,153.6833,-20.27,99,100,4.47
346,Arawa,PG,2022-11-24 20:00:51,-6.2132,155.5367,76.93,89,48,1.16
347,Amos,CA,2022-11-24 20:00:51,48.5669,-78.1162,34.54,91,100,10.96
348,Meulaboh,ID,2022-11-24 20:00:52,4.1363,96.1285,74.86,87,100,3.31
349,Kamwenge,UG,2022-11-24 20:00:52,0.1866,30.4539,61.93,97,75,1.52
350,Karpathos,GR,2022-11-24 20:00:53,35.507,27.2132,60.76,67,0,13.8
351,Laguna,US,2022-11-24 19:56:52,38.421,-121.4238,68.09,47,0,0.0
352,Sobolevo,RU,2022-11-24 20:00:54,54.4299,31.8996,29.3,98,100,9.4
353,Kasempa,ZM,2022-11-24 20:00:54,-13.4584,25.8338,64.53,95,100,3.2
354,Honningsvag,NO,2022-11-24 20:00:54,70.9821,25.9704,28.15,69,57,27.63
355,Port Hardy,CA,2022-11-24 20:00:55,50.6996,-127.4199,46.58,100,100,4.61
356,Merauke,ID,2022-11-24 20:00:55,-8.4667,140.3333,78.1,86,100,3.98
357,East London,ZA,2022-11-24 20:00:34,-33.0153,27.9116,66.81,72,100,15.39
358,Neijiang,CN,2022-11-24 20:00:56,29.5835,105.0622,58.46,93,100,1.86
359,Sterling,US,2022-11-24 20:00:12,39.0062,-77.4286,62.02,36,0,8.99
360,Buzdyak,RU,2022-11-24 20:00:57,54.5833,54.55,27.7,97,99,5.32
361,Souillac,MU,2022-11-24 20:00:57,-20.5167,57.5167,74.57,74,22,12.19
362,Ushtobe,KZ,2022-11-24 20:00:58,45.2514,77.9838,36.91,84,100,2.24
363,Dobrinka,RU,2022-11-24 20:01:59,52.1653,40.4731,34.14,92,100,4.65
364,Liverpool,GB,2022-11-24 19:57:37,53.4106,-2.9779,46.35,89,75,10.36
365,Poum,NC,2022-11-24 20:02:00,-20.2333,164.0167,77.97,81,93,12.46
366,Nenjiang,CN,2022-11-24 20:02:01,49.1833,125.2167,16.77,95,100,7.58
367,Ranong,TH,2022-11-24 20:02:01,9.9658,98.6348,76.77,89,100,2.64
368,Voznesenye,RU,2022-11-24 20:02:02,61.0106,35.4781,19.69,79,9,8.84
369,Sur,OM,2022-11-24 20:02:02,22.5667,59.5289,75.27,52,97,1.81
370,Erzin,TR,2022-11-24 20:02:03,36.9559,36.2,57.58,74,79,6.76
371,Hof,DE,2022-11-24 20:02:03,50.3167,11.9167,42.93,92,75,5.75
372,Takab,IR,2022-11-24 20:02:04,36.4009,47.1133,41.43,56,5,0.29
373,Bukama,CD,2022-11-24 20:02:04,-9.2,25.85,70.41,89,99,2.39
374,Kaitangata,NZ,2022-11-24 20:02:05,-46.2817,169.8464,48.96,84,84,11.21
375,Pokrovka,KG,2022-11-24 20:02:05,42.3414,78.0056,38.05,57,100,8.79
376,Pontianak,ID,2022-11-24 20:02:06,-0.0333,109.3333,73.38,100,71,2.3
377,Beringovskiy,RU,2022-11-24 20:02:06,63.05,179.3167,14.77,95,100,5.66
378,Katherine,AU,2022-11-24 20:02:07,-14.4667,132.2667,79.12,78,82,3.44
379,Los Llanos De Aridane,ES,2022-11-24 20:02:07,28.6585,-17.9182,67.75,91,40,6.91
380,Tarnogskiy Gorodok,RU,2022-11-24 20:02:08,60.4997,43.5761,14.74,81,100,6.42
381,Vila Franca Do Campo,PT,2022-11-24 20:02:08,37.7167,-25.4333,58.19,75,70,6.64
382,Katsuura,JP,2022-11-24 20:02:09,35.1333,140.3,59.02,72,100,13.6
383,Yarada,IN,2022-11-24 20:02:09,17.65,83.2667,77.32,100,75,2.3
384,High Level,CA,2022-11-24 20:00:52,58.5169,-117.136,28.51,100,75,0.0
385,Kudahuvadhoo,MV,2022-11-24 20:02:10,2.6708,72.8944,80.98,79,97,15.12
386,Xining,CN,2022-11-24 20:02:10,36.6167,101.7667,33.89,28,10,3.89
387,Vila Velha,BR,2022-11-24 20:02:11,-20.3297,-40.2925,71.94,98,100,5.01
388,Ormara,PK,2022-11-24 20:02:12,25.2088,64.6357,77.27,46,11,6.17
389,Ulladulla,AU,2022-11-24 20:02:12,-35.35,150.4667,59.85,93,98,3.96
390,Port Hawkesbury,CA,2022-11-24 19:58:13,45.6169,-61.3485,32.63,70,40,26.46
391,Fort Madison,US,2022-11-24 20:02:13,40.6298,-91.3151,52.48,82,87,4.61
392,Ust-Maya,RU,2022-11-24 20:02:14,60.4167,134.5333,-34.1,100,93,1.07
393,San Luis,AR,2022-11-24 20:02:14,-33.295,-66.3356,97.27,14,40,2.15
394,Santa Fe,AR,2022-11-24 19:59:52,-31.6333,-60.7,100.29,29,51,5.01
395,Goderich,CA,2022-11-24 20:02:15,43.7501,-81.7165,51.91,67,100,15.1
396,Korla,CN,2022-11-24 20:02:15,41.7597,86.1469,35.19,57,19,4.52
397,Broken Hill,AU,2022-11-24 20:02:16,-31.95,141.4333,63.7,43,0,7.7
398,Dutlwe,BW,2022-11-24 20:02:17,-23.9833,23.9,81.57,36,100,10.33
399,Barreiras,BR,2022-11-24 20:02:17,-12.1528,-44.99,80.08,74,75,4.05
400,Vardo,NO,2022-11-24 20:02:18,70.3705,31.1107,24.78,93,75,25.32
401,Shimoda,JP,2022-11-24 20:02:19,34.6667,138.95,53.1,76,100,14.79
402,La Ronge,CA,2022-11-24 20:01:04,55.1001,-105.2842,33.22,90,100,5.66
403,Namibe,AO,2022-11-24 20:02:19,-15.1961,12.1522,73.72,76,82,1.83
404,Filadelfia,US,2022-11-24 19:59:18,39.9523,-75.1638,58.35,50,53,1.99
405,Mwense,ZM,2022-11-24 20:02:20,-10.3845,28.698,70.27,75,44,4.09
406,Teluk Intan,MY,2022-11-24 20:02:20,4.0259,101.0213,73.09,97,85,1.95
407,Komsomolskiy,UZ,2022-11-24 20:02:21,40.4272,71.7189,41.72,81,100,6.91
408,Bjornevatn,NO,2022-11-24 20:02:21,69.6672,29.9847,21.54,93,75,13.8
409,Lambarene,GA,2022-11-24 20:02:22,-0.7001,10.2406,75.34,96,100,3.98
410,Faya,SA,2022-11-24 20:02:22,18.3851,42.4509,57.07,59,0,3.67
411,Silver City,US,2022-11-24 20:00:34,32.7701,-108.2803,46.36,44,100,19.57
412,Shangzhi,CN,2022-11-24 20:03:24,45.2167,127.9667,31.24,98,100,1.7
413,Potosi,BO,2022-11-24 20:03:25,-19.5836,-65.7531,55.35,25,96,18.57
414,Rossosh,RU,2022-11-24 20:03:26,51.1209,38.5116,32.92,86,100,8.21
415,Hofn,IS,2022-11-24 20:03:26,64.2539,-15.2082,42.08,93,100,25.41
416,Honiara,SB,2022-11-24 20:03:28,-9.4333,159.95,79.43,82,6,3.33
417,Kavaratti,IN,2022-11-24 20:03:28,10.5669,72.642,81.05,74,97,5.93
418,Mbaiki,CF,2022-11-24 20:03:28,3.8678,17.9892,73.99,80,92,1.34
419,Boyolangu,ID,2022-11-24 20:00:45,-8.1181,111.8935,75.11,87,100,1.86
420,Burnie,AU,2022-11-24 20:03:29,-41.0667,145.9167,54.95,69,76,9.6
421,Abu Dhabi,AE,2022-11-24 20:00:02,24.4667,54.3667,75.96,66,2,9.13
422,Mitchell,US,2022-11-24 20:03:04,43.7094,-98.0298,46.38,53,0,17.27
423,Houma,US,2022-11-24 20:03:30,29.5958,-90.7195,71.6,94,100,10.36
424,Ust-Nera,RU,2022-11-24 20:03:30,64.5667,143.2,-26.7,97,96,1.01
425,Wilkie,CA,2022-11-24 20:03:31,52.4168,-108.7014,28.89,82,100,9.31
426,Tornio,FI,2022-11-24 20:03:31,65.8481,24.1466,23.02,86,81,9.19
427,Imeni Morozova,RU,2022-11-24 20:03:31,59.9757,31.0376,19.44,88,89,5.91
428,Matagami,CA,2022-11-24 20:03:32,49.7502,-77.6328,33.75,92,100,10.78
429,Yuanping,CN,2022-11-24 20:03:33,38.7153,112.7575,41.22,46,0,6.02
430,Honggang,CN,2022-11-24 20:03:33,46.4667,124.8667,25.68,95,100,3.71
431,Chegdomyn,RU,2022-11-24 20:03:33,51.1167,133.0167,-2.43,93,99,0.94
432,Sioux Falls,US,2022-11-24 19:59:34,43.55,-96.7003,44.94,68,10,8.01
433,Vallenar,CL,2022-11-24 20:03:34,-28.5708,-70.7581,86.0,18,0,10.16
434,Fare,PF,2022-11-24 20:03:34,-16.7,-151.0167,78.48,76,33,15.21
435,Barra Do Garcas,BR,2022-11-24 20:00:46,-15.89,-52.2567,88.57,50,84,3.27
436,Cao Bang,VN,2022-11-24 20:03:35,22.6667,106.25,67.95,98,100,1.14
437,Mangochi,MW,2022-11-24 20:03:35,-14.4782,35.2645,76.95,65,10,1.79
438,Itapaci,BR,2022-11-24 20:03:36,-14.9508,-49.5494,77.76,82,100,4.7
439,Damara,CF,2022-11-24 20:03:36,4.9608,18.7035,78.62,65,90,1.07
440,Boden,SE,2022-11-24 20:03:37,65.8252,21.6886,26.6,98,94,1.32
441,Puerto Quijarro,BO,2022-11-24 20:03:37,-17.7833,-57.7667,99.1,26,1,5.23
442,Tuxtepec,MX,2022-11-24 20:00:48,18.1,-96.1167,83.1,66,69,5.35
443,Aksarka,RU,2022-11-24 20:03:38,66.5606,67.7975,-6.23,98,82,4.79
444,Saint-Francois,FR,2022-11-24 19:58:43,46.4154,3.9054,47.64,76,0,5.75
445,Hambantota,LK,2022-11-24 20:03:38,6.1241,81.1185,76.46,86,70,9.04
446,Soure,BR,2022-11-24 20:03:39,-0.7167,-48.5233,82.85,67,95,12.48
447,Pathein,MM,2022-11-24 20:03:39,16.7833,94.7333,74.52,90,22,3.53
448,Teya,RU,2022-11-24 20:03:40,60.3778,92.6267,-18.13,99,99,1.21
449,Dabakala,CI,2022-11-24 20:03:40,8.3667,-4.4333,80.89,48,100,3.11
450,Coihaique,CL,2022-11-24 19:59:48,-45.5752,-72.0662,57.81,38,20,9.22
451,Bundaberg,AU,2022-11-24 20:03:41,-24.85,152.35,69.22,80,100,1.01
452,Rundu,NA,2022-11-24 20:03:41,-17.9333,19.7667,75.45,49,100,3.31
453,San Juan,AR,2022-11-24 20:00:03,-31.5375,-68.5364,100.45,10,0,7.29
454,Whitecourt,CA,2022-11-24 20:01:05,54.1502,-115.6855,44.6,58,100,4.74
455,Severnoye,RU,2022-11-24 20:03:42,56.3491,78.3619,-12.01,99,75,1.97
456,Mayo,US,2022-11-24 20:03:42,38.8876,-76.5119,62.13,51,0,5.99
457,Beyneu,KZ,2022-11-24 20:03:43,45.3167,55.2,41.05,80,5,7.27
458,Maubin,MM,2022-11-24 20:03:43,16.7333,95.65,73.08,77,55,6.04
459,Zambezi,ZM,2022-11-24 20:03:44,-13.5432,23.1047,67.46,86,91,5.26
460,Pombia,IT,2022-11-24 20:04:44,45.653,8.6336,50.09,69,0,8.05
461,Hauterive,FR,2022-11-24 20:04:45,46.0901,3.4459,48.96,71,100,5.1
462,Joao Camara,BR,2022-11-24 20:04:45,-5.5375,-35.8197,82.17,56,14,14.9
463,Aba,NG,2022-11-24 20:00:45,5.1066,7.3667,78.35,66,88,5.37
464,Morehead,US,2022-11-24 20:04:46,37.2711,-87.1764,64.15,36,75,0.0
465,San Javier,ES,2022-11-24 20:04:46,37.8063,-0.8374,64.4,81,79,1.99
466,Saint-Louis,SN,2022-11-24 20:01:02,16.3333,-15.0,82.83,12,100,9.19
467,Woodstock,CA,2022-11-24 20:01:05,43.1334,-80.7497,51.66,61,100,8.25
468,Mahibadhoo,MV,2022-11-24 20:04:47,3.7833,72.9667,80.67,79,98,13.69
469,Sungaipenuh,ID,2022-11-24 20:04:48,-2.0833,101.3833,64.18,97,100,1.52
470,Port Macquarie,AU,2022-11-24 20:00:39,-31.4333,152.9167,59.9,84,7,3.65
471,Klaksvik,FO,2022-11-24 20:04:48,62.2266,-6.589,47.32,88,17,20.09
472,Charlestown,AU,2022-11-24 20:04:28,-32.95,151.6667,66.85,92,12,1.01
473,Maku,IR,2022-11-24 20:04:49,39.2911,44.4521,45.7,54,79,3.02
474,Russkaya Polyana,UA,2022-11-24 20:04:49,49.417,31.9201,42.73,93,100,5.3
475,Severnyy,RU,2022-11-24 20:04:49,50.677,36.5532,30.24,93,100,8.95
476,Aksha,RU,2022-11-24 20:04:50,50.2814,113.2867,7.99,63,100,18.79
477,Saravan,AM,2022-11-24 20:04:50,39.7196,45.6483,40.78,50,8,3.27
478,Tabuk,PH,2022-11-24 20:04:51,17.4189,121.4443,72.5,90,32,3.02
479,Ucluelet,CA,2022-11-24 20:04:51,48.9329,-125.5528,49.08,85,100,1.01
480,Bonoua,CI,2022-11-24 20:04:52,5.2741,-3.595,76.62,84,98,4.81
481,Caloocan,PH,2022-11-24 20:04:52,14.6571,120.9841,80.47,83,75,2.3
482,Pokhara,NP,2022-11-24 20:04:52,28.2333,83.9833,57.87,45,0,5.39
483,Tonantins,BR,2022-11-24 20:04:53,-2.8731,-67.8022,83.05,73,99,2.24
484,Amahai,ID,2022-11-24 20:04:53,-3.3333,128.9167,78.46,83,80,5.1
485,Mao,ES,2022-11-24 20:04:54,39.8885,4.2658,64.96,82,40,10.36
486,Saint-Pierre,RE,2022-11-24 20:00:33,-21.3393,55.4781,73.08,73,0,8.05
487,Adrar,MR,2022-11-24 20:04:54,20.5022,-10.0711,73.89,15,100,9.22
488,Luena,AO,2022-11-24 20:04:55,-11.7833,19.9167,64.47,92,68,4.23
489,Sola,VU,2022-11-24 20:04:55,-13.8833,167.55,82.26,68,82,7.65
490,Constitucion,CL,2022-11-24 20:00:57,-35.3333,-72.4167,67.12,65,56,11.56
491,Bubaque,GW,2022-11-24 20:04:56,11.2833,-15.8333,83.19,55,100,9.19
492,Fethiye,TR,2022-11-24 20:02:20,36.6217,29.1164,51.67,73,0,3.83
493,Buala,SB,2022-11-24 20:04:56,-8.145,159.5921,81.45,79,6,4.94
494,Chivilcoy,AR,2022-11-24 20:00:07,-34.8957,-60.0167,98.98,17,6,13.65
495,Wufeng,CN,2022-11-24 20:04:57,27.45,104.8333,46.71,94,100,3.56
496,Camopi,GF,2022-11-24 20:04:57,3.1655,-52.3158,84.78,63,100,4.32
497,Coihueco,CL,2022-11-24 20:04:58,-36.6167,-71.8333,83.14,32,0,11.5
498,Inongo,CD,2022-11-24 20:04:58,-1.95,18.2667,74.97,85,44,3.69
499,Karymskoye,RU,2022-11-24 20:04:58,51.6167,114.35,11.61,89,100,11.43
500,Chambersburg,US,2022-11-24 20:04:59,39.9376,-77.6611,58.77,44,54,7.0
501,Ucar,AZ,2022-11-24 20:04:59,40.519,47.6542,41.18,65,0,3.78
502,Nichinan,JP,2022-11-24 20:05:00,31.6,131.3667,57.09,81,1,4.83
503,Batagay-Alyta,RU,2022-11-24 20:05:00,67.8006,130.4114,-26.64,97,99,1.68
504,Nishihara,JP,2022-11-24 20:05:01,26.1842,127.7558,72.68,74,0,11.5
505,Namtsy,RU,2022-11-24 20:05:01,62.7161,129.6658,-39.17,100,86,2.84
506,Synya,RU,2022-11-24 20:06:02,65.3718,58.0387,-6.99,100,89,1.32
507,Freeport,US,2022-11-24 20:04:17,40.6576,-73.5832,55.38,61,0,8.05
508,Dali,CN,2022-11-24 20:06:02,25.7,100.1833,46.67,76,53,2.39
509,San Fernando,PH,2022-11-24 20:06:03,15.0286,120.6898,80.33,87,90,4.76
510,Redlands,US,2022-11-24 20:01:03,34.0556,-117.1825,76.17,13,10,1.01
511,Oussouye,SN,2022-11-24 20:06:04,12.485,-16.5469,79.05,29,100,6.85
512,Energeticheskiy,KZ,2022-11-24 20:06:04,43.4278,77.0222,37.96,100,100,2.24
513,Loanda,AO,2022-11-24 20:04:54,-8.8368,13.2343,79.12,82,52,7.61
514,Ponta Pora,BR,2022-11-24 20:06:05,-22.5361,-55.7256,82.31,34,0,6.91
515,Mikhaylovka,RU,2022-11-24 20:06:05,50.06,43.2379,31.69,92,100,5.95
516,Banda Aceh,ID,2022-11-24 20:06:06,5.5577,95.3222,79.0,75,99,12.44
517,Tokmak,UA,2022-11-24 20:06:06,47.2514,35.7058,46.58,89,100,6.15
518,Palana,RU,2022-11-24 20:06:07,59.1167,159.9667,19.76,64,100,22.55
519,Candido Mendes,BR,2022-11-24 20:06:07,-1.4467,-45.7167,83.07,66,91,6.76
520,Byron Bay,AU,2022-11-24 20:03:03,-28.65,153.6167,65.95,81,6,5.39
521,Sitamau,IN,2022-11-24 20:06:08,24.0167,75.35,60.66,32,1,4.65
522,Puerto Escondido,MX,2022-11-24 20:06:08,15.85,-97.0667,85.42,62,22,8.3
523,Chany,RU,2022-11-24 20:06:09,55.3121,76.7647,-2.31,96,97,4.36
524,Tezu,IN,2022-11-24 20:06:10,27.9167,96.1667,62.38,48,0,4.34
525,Grimshaw,CA,2022-11-24 20:06:10,56.1834,-117.6027,40.73,80,98,11.79
526,Saint-Augustin,CA,2022-11-24 20:06:11,51.226,-58.6502,15.78,67,55,19.48
527,Healesville,AU,2022-11-24 20:06:11,-37.65,145.5167,55.22,92,75,1.45
528,Mugur-Aksy,RU,2022-11-24 20:06:12,50.35,90.5,-9.65,67,13,6.35
529,Lac Du Bonnet,CA,2022-11-24 20:06:12,50.2536,-96.0612,31.95,84,100,7.63
530,Bontang,ID,2022-11-24 20:06:13,0.1333,117.5,75.51,90,86,6.98
531,Vitim,RU,2022-11-24 20:06:13,59.4511,112.5578,-11.33,100,100,2.26
532,Jiangyou,CN,2022-11-24 20:06:13,31.7667,104.7167,55.27,81,43,3.11
533,Ugoofaaru,MV,2022-11-24 20:06:14,5.6667,73.0,81.21,72,43,9.44
534,Mabaruma,GY,2022-11-24 20:06:14,8.2,-59.7833,73.08,99,100,3.51
535,Yaroslavskiy,RU,2022-11-24 20:06:15,44.1683,132.2072,32.83,95,100,10.49
536,Sao Jose Da Coroa Grande,BR,2022-11-24 20:06:16,-8.8978,-35.1478,79.56,75,19,13.49
537,Columbus,US,2022-11-24 20:01:41,39.9612,-82.9988,63.99,39,0,9.22
538,Guye,CN,2022-11-24 20:06:16,39.7333,118.4167,45.84,74,60,6.31
539,Guanica,PR,2022-11-24 20:06:17,17.9716,-66.908,87.13,78,5,9.93
540,Juneau,US,2022-11-24 20:04:09,58.3019,-134.4197,38.21,94,75,13.8
541,Vanavara,RU,2022-11-24 20:06:17,60.34,102.2797,-14.42,97,100,5.5
542,Qasigiannguit,GL,2022-11-24 20:06:18,68.8193,-51.1922,1.2,80,39,5.82
543,Rudbar,AF,2022-11-24 20:06:19,30.15,62.6,58.23,20,2,4.25
544,Manoel Urbano,BR,2022-11-24 20:06:19,-8.8389,-69.2597,79.23,84,93,2.17
545,Kasongo-Lunda,CD,2022-11-24 20:06:20,-6.4667,16.8167,72.18,88,22,0.92
546,Sinnamary,GF,2022-11-24 20:06:20,5.3833,-52.95,81.5,80,100,13.02
547,Tukrah,LY,2022-11-24 20:06:21,32.5341,20.5791,66.45,75,13,11.36
548,Nakusp,CA,2022-11-24 20:06:21,50.2499,-117.8023,37.47,91,100,2.19
549,Wynyard,AU,2022-11-24 20:06:22,-41.0,145.7167,54.99,69,100,6.6
550,North Platte,US,2022-11-24 20:06:22,41.1239,-100.7654,51.69,34,0,19.57
551,Revda,RU,2022-11-24 20:06:23,56.801,59.9303,13.96,94,100,8.81
552,Smolenka,RU,2022-11-24 20:06:23,52.1352,113.4974,5.07,92,100,2.24
553,Yinchuan,CN,2022-11-24 20:05:32,38.4681,106.2731,41.27,35,0,6.33
554,Guliston,UZ,2022-11-24 20:07:24,40.4897,68.7842,53.71,45,100,4.36
555,Store Heddinge,DK,2022-11-24 20:07:25,55.3097,12.3889,44.28,90,100,8.41
556,Saint Anthony,US,2022-11-24 20:07:26,45.0205,-93.218,42.73,78,0,11.5
557,Matao,BR,2022-11-24 20:07:26,-21.6033,-48.3658,80.92,53,45,13.22
558,Mesyagutovo,RU,2022-11-24 20:07:26,55.5303,58.2528,18.63,93,100,9.15
559,Ketchikan,US,2022-11-24 20:07:27,55.3422,-131.6461,43.27,75,75,11.5
560,Madhupur,IN,2022-11-24 20:07:27,24.25,86.65,61.12,44,0,7.36
561,Oranjemund,NA,2022-11-24 20:07:28,-28.55,16.4333,60.8,82,0,18.05
562,Sept-Iles,CA,2022-11-24 20:06:12,50.2001,-66.3821,26.06,55,76,8.99
563,Rawson,AR,2022-11-24 20:07:29,-43.3002,-65.1023,67.44,29,25,18.07
564,Padang,ID,2022-11-24 20:07:29,-0.9492,100.3543,76.28,86,100,3.65
565,Haines Junction,CA,2022-11-24 20:07:29,60.7522,-137.5108,23.95,90,100,0.69
566,Mombaca,BR,2022-11-24 20:07:30,-5.7431,-39.6275,93.72,27,71,7.2
567,Jishou,CN,2022-11-24 20:07:30,28.3167,109.7167,59.79,84,93,1.57
568,Ponta Delgada,PT,2022-11-24 20:07:31,37.7333,-25.6667,58.5,76,20,2.3
569,Jinchang,CN,2022-11-24 20:07:31,38.4953,102.1739,32.34,37,7,2.8
570,Ozernovskiy,RU,2022-11-24 20:07:31,51.5,156.5167,31.32,58,100,6.35
571,Roald,NO,2022-11-24 20:07:32,62.5833,6.1333,49.12,53,0,12.66
572,Erdenet,MN,2022-11-24 20:07:32,49.0333,104.0833,0.07,90,100,1.81
573,Alma,CA,2022-11-24 20:05:01,48.5501,-71.6491,27.61,89,100,3.78
574,Buraydah,SA,2022-11-24 20:07:33,26.326,43.975,70.0,23,86,13.91
575,Thinadhoo,MV,2022-11-24 20:07:33,0.5333,72.9333,81.79,74,52,14.97
576,Alofi,NU,2022-11-24 20:07:34,-19.0595,-169.9187,82.29,74,40,5.75
577,Alekseyevsk,RU,2022-11-24 20:07:34,57.8406,108.3492,-14.42,100,100,2.17
578,Peleduy,RU,2022-11-24 20:07:35,59.6289,112.7406,-13.72,100,100,2.17
579,Fenoarivo Atsinanana,MG,2022-11-24 20:07:35,-17.3667,49.4167,73.2,88,30,4.25
580,Jesup,US,2022-11-24 20:07:35,31.6074,-81.8854,73.33,68,100,5.75
581,Formosa,AR,2022-11-24 20:07:36,-26.1775,-58.1781,86.36,36,0,7.63
582,Angoche,MZ,2022-11-24 20:07:36,-16.2325,39.9086,79.32,80,0,14.12
